"Symbol","Companies","Sector","Industry"
"MRCC","Monroe Capital Corporation","Others","Others"
"MRCY","Mercury Systems Inc","Capital Goods","Electrical Products"
"MRD","Memorial Resource Development Corp.","Energy","Oil & Gas Production"
"MRGE","Merge Healthcare Incorporated.","Technology","EDP Services"
"MRKT","Markit Ltd.","Finance","Investment Bankers/Brokers/Service"
"MRLN","Marlin Business Services Corp.","Finance","Major Banks"
"MRNS","Marinus Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"MRTN","Marten Transport Ltd.","Transportation","Trucking Freight/Courier Services"
"MRVC","MRV Communications Inc.","Technology","Semiconductors"
"MRVL","Marvell Technology Group Ltd.","Technology","Semiconductors"
"MSFT","Microsoft Corporation","Technology","Computer Software: Prepackaged Software"
"MSON","MISONIX Inc.","Capital Goods","Medical Specialities"
"MSTR","MicroStrategy Incorporated","Technology","Computer Software: Prepackaged Software"
"MTBC","Medical Transcription Billing Corp.","Technology","Computer Software: Prepackaged Software"
"MTGE","American Capital Mortgage Investment Corp.","Consumer Services","Real Estate Investment Trusts"
"MTLS","Materialise NV","Technology","Computer Software: Prepackaged Software"
"MTRX","Matrix Service Company","Basic Industries","Engineering & Construction"
"MTSI","M/A-COM Technology Solutions Holdings Inc.","Technology","Semiconductors"
"MTSL","MER Telemanagement Solutions Ltd.","Public Utilities","Telecommunications Equipment"
"MTSN","Mattson Technology Inc.","Technology","Industrial Machinery/Components"
"MVIS","Microvision Inc.","Capital Goods","Industrial Machinery/Components"
"MWIV","MWI Veterinary Supply Inc.","Health Care","Medical Specialities"
"MWRX","MergeWorthRx Corp.","Finance","Business Services"
"MXIM","Maxim Integrated Products Inc.","Technology","Semiconductors"
"MYGN","Myriad Genetics Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"NANO","Nanometrics Incorporated","Capital Goods","Industrial Machinery/Components"
"NATH","Nathan&#39;s Famous Inc.","Consumer Services","Restaurants"
"NATI","National Instruments Corporation","Technology","Computer Software: Prepackaged Software"
"NATL","National Interstate Corporation","Finance","Property-Casualty Insurers"
"NAVG","The Navigators Group Inc.","Finance","Property-Casualty Insurers"
"NBCB","First NBC Bank Holding Company","Finance","Major Banks"
"NBIX","Neurocrine Biosciences Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"NCIT","NCI Inc.","Technology","EDP Services"
"NCLH","Norwegian Cruise Line Holdings Ltd.","Consumer Services","Marine Transportation"
"NCMI","National CineMedia Inc.","Consumer Services","Advertising"
"NCTY","The9 Limited","Miscellaneous","Business Services"
"NDLS","Noodles & Company","Consumer Services","Restaurants"
"NEOG","Neogen Corporation","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"NERV","Minerva Neurosciences Inc","Health Care","Major Pharmaceuticals"
"NEWS","NewStar Financial Inc.","Finance","Finance: Consumer Services"
"NFLX","Netflix Inc.","Consumer Services","Consumer Electronics/Video Chains"
"NILE","Blue Nile Inc.","Consumer Services","Consumer Specialties"
"NLNK","NewLink Genetics Corporation","Health Care","Major Pharmaceuticals"
"NLST","Netlist Inc.","Technology","Semiconductors"
"NMIH","NMI Holdings Inc","Finance","Property-Casualty Insurers"
"NNBR","NN Inc.","Capital Goods","Metal Fabrications"
"NPSP","NPS Pharmaceuticals Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"NRX","NephroGenex Inc.","Health Care","Major Pharmaceuticals"
"NSIT","Insight Enterprises Inc.","Consumer Services","Catalog/Specialty Distribution"
"NSPH","Nanosphere Inc.","Health Care","Medical/Dental Instruments"
"NSTG","NanoString Technologies Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"NTAP","NetApp Inc.","Technology","Electronic Components"
"NTCT","NetScout Systems Inc.","Technology","EDP Services"
"NTGR","NETGEAR Inc.","Public Utilities","Telecommunications Equipment"
"NTLS","NTELOS Holdings Corp.","Public Utilities","Telecommunications Equipment"
"NURO","NeuroMetrix Inc.","Others","Others"
"NUTR","Nutraceutical International Corporation","Consumer Durables","Specialty Chemicals"
"NUVA","NuVasive Inc.","Health Care","Medical/Dental Instruments"
"NVDA","NVIDIA Corporation","Technology","Semiconductors"
"NVEE","NV5 Holdings Inc.","Consumer Services","Other Consumer Services"
"NVEEW","NV5 Holdings Inc.","Consumer Services","Other Consumer Services"
"NVMI","Nova Measuring Instruments Ltd.","Capital Goods","Electronic Components"
"NVTL","Novatel Wireless Inc.","Consumer Durables","Telecommunications Equipment"
"NWBI","Northwest Bancshares Inc.","Finance","Major Banks"
"NWBO","Northwest Biotherapeutics Inc.","Health Care","Major Pharmaceuticals"
"NWPX","Northwest Pipe Company","Basic Industries","Steel/Iron Ore"
"NXPI","NXP Semiconductors N.V.","Technology","Semiconductors"
"NXST","Nexstar Broadcasting Group Inc.","Consumer Services","Broadcasting"
"NXTM","NxStage Medical Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"OABC","OmniAmerican Bancorp Inc.","Finance","Savings Institutions"
"OBAS","Optibase Ltd.","Finance","Real Estate"
"OCLS","Oculus Innovative Sciences Inc.","Health Care","Medical/Dental Instruments"
"OCRX","Ocera Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"OCUL","Ocular Therapeutix Inc.","Health Care","Major Pharmaceuticals"
"ODFL","Old Dominion Freight Line Inc.","Transportation","Trucking Freight/Courier Services"
"OFED","Oconee Federal Financial Corp.","Finance","Savings Institutions"
"OFIX","Orthofix International N.V.","Health Care","Medical/Dental Instruments"
"OFS","OFS Capital Corporation","Others","Others"
"OKSB","Southwest Bancorp Inc.","Finance","Major Banks"
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","Transportation","Aerospace"
"OMCL","Omnicell Inc.","Technology","Computer Manufacturing"
"OMED","OncoMed Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"OMER","Omeros Corporation","Health Care","Major Pharmaceuticals"
"ONNN","ON Semiconductor Corporation","Technology","Semiconductors"
"ONTX","Onconova Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"ONVI","Onvia Inc.","Miscellaneous","Business Services"
"OPB","Opus Bank","Others","Others"
"OPHT","Ophthotech Corporation","Health Care","Major Pharmaceuticals"
"OPLK","Oplink Communications Inc.","Public Utilities","Telecommunications Equipment"
"OPTT","Ocean Power Technologies Inc.","Public Utilities","Electric Utilities: Central"
"ORBC","ORBCOMM Inc.","Consumer Services","Telecommunications Equipment"
"OREX","Orexigen Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"ORLY","O&#39;Reilly Automotive Inc.","Consumer Services","Other Specialty Stores"
"ORPN","Bio Blast Pharma Ltd.","Health Care","Major Pharmaceuticals"
"OSIR","Osiris Therapeutics Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"OSIS","OSI Systems Inc.","Technology","Semiconductors"
"OSN","Ossen Innovation Co. Ltd.","Basic Industries","Steel/Iron Ore"
"OSTK","Overstock.com Inc.","Consumer Services","Catalog/Specialty Distribution"
"OTEX","Open Text Corporation","Technology","EDP Services"
"OTIC","Otonomy Inc.","Others","Others"
"OVRL","Overland Storage Inc.","Technology","Electronic Components"
"OVTI","OmniVision Technologies Inc.","Technology","Semiconductors"
"OXBR","Oxbridge Re Holdings Limited","Finance","Property-Casualty Insurers"
"OXBRW","Oxbridge Re Holdings Limited","Finance","Property-Casualty Insurers"
"OXFD","Oxford Immunotec Global PLC","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"OXLC","Oxford Lane Capital Corp.","Others","Others"
"OZRK","Bank of the Ozarks","Finance","Major Banks"
"PACB","Pacific Biosciences of California Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"PAHC","Phibro Animal Health Corporation","Consumer Non-Durables","Packaged Foods"
"PANL","Pangaea Logistics Solutions Ltd.","Others","Others"
"PARN","Parnell Pharmaceuticals Holdings Ltd","Others","Others"
"PAYX","Paychex Inc.","Consumer Services","Diversified Commercial Services"
"PBIB","Porter Bancorp Inc.","Finance","Major Banks"
"PBPB","Potbelly Corporation","Consumer Services","Restaurants"
"PBSK","Poage Bankshares Inc.","Finance","Savings Institutions"
"PCCC","PC Connection Inc.","Consumer Services","Catalog/Specialty Distribution"
"PCLN","The Priceline Group Inc. ","Miscellaneous","Business Services"
"PCRX","Pacira Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"PCTI","PC-Tel Inc.","Technology","Radio And Television Broadcasting And Communications Equipment"
"PCTY","Paylocity Holding Corporation","Technology","Computer Software: Prepackaged Software"
"PCYC","Pharmacyclics Inc.","Health Care","Major Pharmaceuticals"
"PDCO","Patterson Companies Inc.","Health Care","Medical Specialities"
"PDFS","PDF Solutions Inc.","Technology","EDP Services"
"PDII","PDI Inc.","Miscellaneous","Business Services"
"PDLI","PDL BioPharma Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"PEGA","Pegasystems Inc.","Technology","EDP Services"
"PEGI","Pattern Energy Group Inc.","Others","Others"
"PENN","Penn National Gaming Inc.","Consumer Services","Hotels/Resorts"
"PEOP","Peoples Federal Bancshares Inc.","Finance","Banks"
"PERY","Perry Ellis International Inc.","Consumer Non-Durables","Apparel"
"PETM","PetSmart Inc","Consumer Services","Other Specialty Stores"
"PETX","Aratana Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"PFBI","Premier Financial Bancorp Inc.","Finance","Major Banks"
"PFLT","PennantPark Floating Rate Capital Ltd.","Others","Others"
"PFMT","Performant Financial Corporation","Consumer Services","Other Consumer Services"
"PFPT","Proofpoint Inc.","Technology","EDP Services"
"PFSW","PFSweb Inc.","Miscellaneous","Business Services"
"PGNX","Progenics Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"PGTI","PGT Inc.","Capital Goods","Building Products"
"PIH","1347 Property Insurance Holdings Inc.","Finance","Property-Casualty Insurers"
"PINC","Premier Inc.","Consumer Services","Other Consumer Services"
"PLAB","Photronics Inc.","Technology","Semiconductors"
"PLCE","Children&#39;s Place Inc. (The)","Consumer Services","Clothing/Shoe/Accessory Stores"
"PLCM","Polycom Inc.","Public Utilities","Telecommunications Equipment"
"PLNR","Planar Systems Inc.","Capital Goods","Industrial Machinery/Components"
"PLUG","Plug Power Inc.","Energy","Industrial Machinery/Components"
"PLUS","ePlus inc.","Technology","Retail: Computer Software & Peripheral Equipment"
"PMBC","Pacific Mercantile Bancorp","Finance","Major Banks"
"PNNT","PennantPark Investment Corporation","Others","Others"
"PODD","Insulet Corporation","Health Care","Medical/Dental Instruments"
"POOL","Pool Corporation","Consumer Durables","Industrial Specialties"
"POWI","Power Integrations Inc.","Technology","Semiconductors"
"POZN","Pozen Inc.","Health Care","Major Pharmaceuticals"
"PRAA","Portfolio Recovery Associates Inc.","Finance","Finance: Consumer Services"
"PRCP","Perceptron Inc.","Capital Goods","Electronic Components"
"PRFT","Perficient Inc.","Technology","EDP Services"
"PRGN","Paragon Shipping Inc.","Transportation","Marine Transportation"
"PRGS","Progress Software Corporation","Technology","Computer Software: Prepackaged Software"
"PRGX","PRGX Global Inc.","Consumer Services","Diversified Commercial Services"
"PRKR","ParkerVision Inc.","Technology","Radio And Television Broadcasting And Communications Equipment"
"PRLS","Peerless Systems Corporation","Technology","Computer Software: Prepackaged Software"
"PRMW","Primo Water Corporation","Consumer Non-Durables","Food Distributors"
"PRQR","ProQR Therapeutics N.V.","Others","Others"
"PRSC","The Providence Service Corporation","Health Care","Medical/Nursing Services"
"PRSS","CafePress Inc.","Consumer Services","Other Specialty Stores"
"PRTS","U.S. Auto Parts Network Inc.","Consumer Services","Other Specialty Stores"
"PRXL","PAREXEL International Corporation","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"PSEC","Prospect Capital Corporation","Others","Others"
"PSEM","Pericom Semiconductor Corporation","Technology","Semiconductors"
"PSMI","Peregrine Semiconductor Corp.","Technology","Semiconductors"
"PSTB","Park Sterling Corporation","Finance","Major Banks"
"PSUN","Pacific Sunwear of California Inc.","Consumer Services","Clothing/Shoe/Accessory Stores"
"PTCT","PTC Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"PTEN","Patterson-UTI Energy Inc.","Energy","Oil & Gas Production"
"PTIE","Pain Therapeutics","Health Care","Major Pharmaceuticals"
"PTLA","Portola Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"PTRY","The Pantry Inc.","Consumer Durables","Automotive Aftermarket"
"PTSI","P.A.M. Transportation Services Inc.","Transportation","Trucking Freight/Courier Services"
"PVTB","PrivateBancorp Inc.","Finance","Major Banks"
"PWRD","Perfect World Co. Ltd.","Miscellaneous","Business Services"
"PXLW","Pixelworks Inc.","Technology","Semiconductors"
"PZZA","Papa John&#39;S International Inc.","Consumer Services","Restaurants"
"QBAK","Qualstar Corporation","Technology","Electronic Components"
"QCCO","QC Holdings Inc.","Finance","Investment Bankers/Brokers/Service"
"QCOM","QUALCOMM Incorporated","Technology","Radio And Television Broadcasting And Communications Equipment"
"QIWI","QIWI plc","Miscellaneous","Business Services"
"QLIK","Qlik Technologies Inc.","Technology","Computer Software: Prepackaged Software"
"QLTY","Quality Distribution Inc.","Transportation","Trucking Freight/Courier Services"
"QLYS","Qualys Inc.","Technology","Computer Software: Prepackaged Software"
"QNST","QuinStreet Inc.","Miscellaneous","Business Services"
"QQQX","NASDAQ Premium Income and Growth Fund Inc.","Others","Others"
"QSII","Quality Systems Inc.","Technology","EDP Services"
"QTNT","Quotient Limited","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"QTNTW","Quotient Limited","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"QUIK","QuickLogic Corporation","Technology","Semiconductors"
"QUNR","Qunar Cayman Islands Limited","Miscellaneous","Business Services"
"QURE","uniQure N.V.","Health Care","Major Pharmaceuticals"
"RAIL","Freightcar America Inc.","Capital Goods","Railroads"
"RARE","Ultragenyx Pharmaceutical Inc.","Health Care","Major Pharmaceuticals"
"RBCAA","Republic Bancorp Inc.","Finance","Major Banks"
"RBCN","Rubicon Technology Inc.","Technology","Semiconductors"
"RCII","Rent-A-Center Inc.","Technology","Diversified Commercial Services"
"RCKY","Rocky Brands Inc.","Consumer Non-Durables","Shoe Manufacturing"
"RCON","Recon Technology Ltd.","Energy","Oilfield Services/Equipment"
"RCPT","Receptos Inc.","Health Care","Major Pharmaceuticals"
"RDCM","Radcom Ltd.","Technology","Computer peripheral equipment"
"RDUS","Radius Health Inc.","Others","Others"
"RDWR","Radware Ltd.","Miscellaneous","Business Services"
"RECN","Resources Connection Inc.","Miscellaneous","Business Services"
"REGI","Renewable Energy Group Inc.","Basic Industries","Major Chemicals"
"REGN","Regeneron Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"RELL","Richardson Electronics Ltd.","Consumer Non-Durables","Electronic Components"
"REPH","Recro Pharma Inc.","Health Care","Major Pharmaceuticals"
"RESN","Resonant Inc.","Technology","Semiconductors"
"REXX","Rex Energy Corporation","Energy","Oil & Gas Production"
"RFMD","RF Micro Devices Inc.","Technology","Semiconductors"
"RGDO","Regado BioSciences Inc.","Health Care","Major Pharmaceuticals"
"RGDX","Response Genetics Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"RGEN","Repligen Corporation","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"RGLS","Regulus Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"RICK","RCI Hospitality Holdings Inc.","Consumer Services","Restaurants"
"RIGL","Rigel Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"RITT","RIT Technologies Ltd.","Consumer Durables","Telecommunications Equipment"
"RJET","Republic Airways Holdings Inc.","Transportation","Air Freight/Delivery Services"
"RLOC","ReachLocal Inc.","Technology","Advertising"
"RLYP","Relypsa Inc.","Health Care","Major Pharmaceuticals"
"RMBS","Rambus Inc.","Technology","Semiconductors"
"RMTI","Rockwell Medical Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"RNA","Prosensa Holding N.V.","Health Care","Major Pharmaceuticals"
"RNET","RigNet Inc.","Consumer Services","Telecommunications Equipment"
"RNWK","RealNetworks Inc.","Technology","EDP Services"
"ROCK","Gibraltar Industries Inc.","Capital Goods","Steel/Iron Ore"
"ROIA","Radio One Inc.","Consumer Services","Broadcasting"
"ROIQ","ROI Acquisition Corp. II","Finance","Business Services"
"ROIQU","ROI Acquisition Corp. II","Others","Others"
"ROIQW","ROI Acquisition Corp. II","Finance","Business Services"
"ROKA","Roka Bioscience Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"ROLL","RBC Bearings Incorporated","Capital Goods","Metal Fabrications"
"ROSG","Rosetta Genomics Ltd.","Health Care","Major Pharmaceuticals"
"ROST","Ross Stores Inc.","Consumer Services","Clothing/Shoe/Accessory Stores"
"RP","RealPage Inc.","Technology","Computer Software: Prepackaged Software"
"RPXC","RPX Corporation","Miscellaneous","Multi-Sector Companies"
"RRGB","Red Robin Gourmet Burgers Inc.","Consumer Services","Restaurants"
"RRST","RRSat Global Communications Network Ltd.","Consumer Services","Telecommunications Equipment"
"RSTI","Rofin-Sinar Technologies Inc.","Miscellaneous","Industrial Machinery/Components"
"RSYS","RadiSys Corporation","Technology","Computer peripheral equipment"
"RTGN","Ruthigen Inc.","Health Care","Major Pharmaceuticals"
"RTIX","RTI Surgical Inc.","Health Care","Industrial Specialties"
"RTK","Rentech Inc.","Basic Industries","Agricultural Chemicals"
"RUTH","Ruth&#39;s Hospitality Group Inc.","Consumer Services","Restaurants"
"RVBD","Riverbed Technology Inc.","Technology","Computer Communications Equipment"
"RVNC","Revance Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"RWLK","ReWalk Robotics Ltd","Others","Others"
"RYAAY","Ryanair Holdings plc","Transportation","Air Freight/Delivery Services"
"SABR","Sabre Corporation","Technology","Computer Software: Programming/ Data Processing"
"SAFM","Sanderson Farms Inc.","Consumer Non-Durables","Meat/Poultry/Fish"
"SAFT","Safety Insurance Group Inc.","Finance","Property-Casualty Insurers"
"SAGE","Sage Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"SALE","RetailMeNot Inc.","Consumer Services","Advertising"
"SALM","Salem Communications Corporation","Consumer Services","Broadcasting"
"SAMG","Silvercrest Asset Management Group Inc.","Finance","Investment Managers"
"SANM","Sanmina Corporation","Technology","Electrical Products"
"SAPE","Sapient Corporation","Technology","EDP Services"
"SAVE","Spirit Airlines Inc.","Transportation","Air Freight/Delivery Services"
"SBAC","SBA Communications Corporation","Consumer Services","Telecommunications Equipment"
"SBCP","Sunshine Bancorp Inc.","Finance","Savings Institutions"
"SBGI","Sinclair Broadcast Group Inc.","Consumer Services","Broadcasting"
"SBNY","Signature Bank","Finance","Major Banks"
"SBSA","Spanish Broadcasting System Inc.","Consumer Services","Broadcasting"
"SBUX","Starbucks Corporation","Consumer Services","Restaurants"
"SCAI","Surgical Care Affiliates Inc.","Health Care","Medical Specialities"
"SCHL","Scholastic Corporation","Consumer Services","Books"
"SCHN","Schnitzer Steel Industries Inc.","Consumer Durables","Industrial Specialties"
"SCLN","SciClone Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"SCMP","Sucampo Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"SCON","Superconductor Technologies Inc.","Technology","Radio And Television Broadcasting And Communications Equipment"
"SCOR","comScore Inc.","Miscellaneous","Business Services"
"SCSS","Select Comfort Corporation","Consumer Durables","Home Furnishings"
"SCTY","SolarCity Corporation","Basic Industries","Engineering & Construction"
"SCVL","Shoe Carnival Inc.","Consumer Services","Clothing/Shoe/Accessory Stores"
"SCYX","SCYNEXIS Inc.","Health Care","Major Pharmaceuticals"
"SEAC","SeaChange International Inc.","Technology","Radio And Television Broadcasting And Communications Equipment"
"SEIC","SEI Investments Company","Finance","Investment Bankers/Brokers/Service"
"SEMI","SunEdison Semiconductor Limited","Technology","Semiconductors"
"SFBS","ServisFirst Bancshares Inc.","Finance","Major Banks"
"SFLY","Shutterfly Inc.","Miscellaneous","Other Consumer Services"
"SFM","Sprouts Farmers Market Inc.","Consumer Services","Food Chains"
"SFXE","SFX Entertainment Inc.","Consumer Services","Services-Misc. Amusement & Recreation"
"SGEN","Seattle Genetics Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"SGMA","SigmaTron International Inc.","Technology","Electrical Products"
"SGMO","Sangamo BioSciences Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"SGNL","Signal Genetics Inc.","Health Care","Medical Specialities"
"SGNT","Sagent Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"SGOC","SGOCO Group Ltd","Technology","Radio And Television Broadcasting And Communications Equipment"
"SHLM","A. Schulman Inc.","Basic Industries","Major Chemicals"
"SHLO","Shiloh Industries Inc.","Capital Goods","Industrial Specialties"
"SHOO","Steven Madden Ltd.","Consumer Non-Durables","Shoe Manufacturing"
"SHOR","ShoreTel Inc.","Public Utilities","Telecommunications Equipment"
"SIBC","State Investors Bancorp Inc.","Finance","Savings Institutions"
"SIGM","Sigma Designs Inc.","Technology","Semiconductors"
"SIMG","Silicon Image Inc.","Capital Goods","Electrical Products"
"SIMO","Silicon Motion Technology Corporation","Technology","Semiconductors"
"SKUL","Skullcandy Inc.","Consumer Non-Durables","Consumer Electronics/Appliances"
"SKYW","SkyWest Inc.","Transportation","Air Freight/Delivery Services"
"SLAB","Silicon Laboratories Inc.","Technology","Semiconductors"
"SLGN","Silgan Holdings Inc.","Consumer Durables","Containers/Packaging"
"SLRC","Solar Capital Ltd.","Others","Others"
"SLTC","Selectica Inc.","Technology","Computer Software: Prepackaged Software"
"SMACU","Sino Mercury Acquisition Corp.","Others","Others"
"SMCI","Super Micro Computer Inc.","Technology","Computer Manufacturing"
"SMLR","Semler Scientific Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SMRT","Stein Mart Inc.","Consumer Services","Clothing/Shoe/Accessory Stores"
"SMSI","Smith Micro Software Inc.","Technology","Computer Software: Prepackaged Software"
"SMTX","SMTC Corporation","Technology","Electrical Products"
"SNAK","Inventure Foods Inc.","Consumer Non-Durables","Packaged Foods"
"SNCR","Synchronoss Technologies Inc.","Technology","EDP Services"
"SNDK","SanDisk Corporation","Technology","Electronic Components"
"SNHY","Sun Hydraulics Corporation","Capital Goods","Metal Fabrications"
"SNMX","Senomyx Inc.","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"SNPS","Synopsys Inc.","Technology","Computer Software: Prepackaged Software"
"SNSS","Sunesis Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"SNTA","Synta Pharmaceuticals Corp.","Health Care","Major Pharmaceuticals"
"SODA","SodaStream International Ltd.","Consumer Durables","Consumer Electronics/Appliances"
"SONC","Sonic Corp.","Consumer Services","Restaurants"
"SPAN","Span-America Medical Systems Inc.","Health Care","Industrial Specialties"
"SPBC","SP Bancorp Inc.","Finance","Savings Institutions"
"SPHS","Sophiris Bio Inc.","Others","Others"
"SPKE","Spark Energy Inc.","Public Utilities","Power Generation"
"SPLK","Splunk Inc.","Technology","Computer Software: Prepackaged Software"
"SPLS","Staples Inc.","Consumer Services","Other Specialty Stores"
"SPNC","The Spectranetics Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SPNS","Sapiens International Corporation N.V.","Technology","Computer Software: Prepackaged Software"
"SPRT","support.com Inc.","Technology","EDP Services"
"SPSC","SPS Commerce Inc.","Technology","Computer Software: Prepackaged Software"
"SPWH","Sportsman&#39;s Warehouse Holdings Inc.","Consumer Services","Other Specialty Stores"
"SPWR","SunPower Corporation","Technology","Semiconductors"
"SQBK","Square 1 Financial Inc.","Finance","Major Banks"
"SQI","SciQuest Inc.","Technology","Computer Software: Prepackaged Software"
"SQNM","Sequenom Inc.","Capital Goods","Industrial Machinery/Components"
"SRCL","Stericycle Inc.","Basic Industries","Environmental Services"
"SRDX","SurModics Inc.","Health Care","Medical/Dental Instruments"
"SREV","ServiceSource International Inc.","Miscellaneous","Business Services"
"SSBI","Summit State Bank","Others","Others"
"SSNC","SS&C Technologies Holdings Inc.","Technology","Computer Software: Prepackaged Software"
"SSYS","Stratasys Ltd.","Technology","Computer peripheral equipment"
"STCK","Stock Building Supply Holdings Inc.","Consumer Services","RETAIL: Building Materials"
"STEM","StemCells Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"STFC","State Auto Financial Corporation","Finance","Property-Casualty Insurers"
"STLD","Steel Dynamics Inc.","Basic Industries","Steel/Iron Ore"
"STML","Stemline Therapeutics Inc.","Health Care","Major Pharmaceuticals"
"STMP","Stamps.com Inc.","Miscellaneous","Business Services"
"STNR","Steiner Leisure Limited","Consumer Services","Other Consumer Services"
"STRA","Strayer Education Inc.","Consumer Services","Other Consumer Services"
"STX","Seagate Technology.","Technology","Electronic Components"
"STXS","Stereotaxis Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SUNS","Solar Senior Capital Ltd.","Others","Others"
"SUPN","Supernus Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"SYKE","Sykes Enterprises Incorporated","Technology","EDP Services"
"SYMC","Symantec Corporation","Technology","Computer Software: Prepackaged Software"
"SYNA","Synaptics Incorporated","Technology","EDP Services"
"SYNC","Synacor Inc.","Technology","Computer Software: Programming/ Data Processing"
"SYNT","Syntel Inc.","Technology","EDP Services"
"SYRX","Sysorex Global Holding Corp.","Technology","EDP Services"
"SZYM","Solazyme Inc.","Basic Industries","Major Chemicals"
"TACT","TransAct Technologies Incorporated","Technology","Computer peripheral equipment"
"TAIT","Taitron Components Incorporated","Consumer Non-Durables","Electronic Components"
"TAST","Carrols Restaurant Group Inc.","Consumer Services","Restaurants"
"TAXI","Medallion Financial Corp.","Finance","Finance: Consumer Services"
"TBIO","Transgenomic Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"TBNK","Territorial Bancorp Inc.","Finance","Savings Institutions"
"TCBI","Texas Capital Bancshares Inc.","Finance","Major Banks"
"TCPC","TCP Capital Corp.","Others","Others"
"TCRD","THL Credit Inc.","Others","Others"
"TECD","Tech Data Corporation","Technology","Retail: Computer Software & Peripheral Equipment"
"TEDU","Tarena International Inc.","Consumer Services","Other Consumer Services"
"TERP","TerraForm Power Inc.","Public Utilities","Electric Utilities: Central"
"TESS","TESSCO Technologies Incorporated","Consumer Non-Durables","Electronic Components"
"TFM","The Fresh Market Inc.","Consumer Services","Food Chains"
"TFSC","1347 Capital Corp.","Finance","Business Services"
"TFSCR","1347 Capital Corp.","Finance","Business Services"
"TFSCU","1347 Capital Corp.","Others","Others"
"TFSCW","1347 Capital Corp.","Finance","Business Services"
"TGEN","Tecogen Inc.","Capital Goods","Industrial Machinery/Components"
"TGLS","Tecnoglass Inc.","Consumer Durables","Electronic Components"
"THLD","Threshold Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"THRX","Theravance Inc.","Health Care","Major Pharmaceuticals"
"THST","Truett-Hurst Inc.","Consumer Non-Durables","Beverages (Production/Distribution)"
"TIBX","TIBCO Software Inc.","Technology","Computer Software: Prepackaged Software"
"TICC","TICC Capital Corp.","Others","Others"
"TISA","Top Image Systems Ltd.","Technology","Computer peripheral equipment"
"TITN","Titan Machinery Inc.","Consumer Services","Other Specialty Stores"
"TIVO","TiVo Inc.","Consumer Services","Television Services"
"TKAI","Tokai Pharmaceuticals Inc.","Others","Others"
"TLMR","Talmer Bancorp Inc.","Finance","Major Banks"
"TLOG","TetraLogic Pharmaceuticals Corporation","Health Care","Major Pharmaceuticals"
"TNAV","TeleNav Inc.","Capital Goods","Industrial Machinery/Components"
